0	0	0	0	0	0
62	0	0	27	0	2
123	0	0	60	0	4
185	0	0	98	0	13
254	0	0	144	0	20
308	0	0	188	0	22
386	0	0	264	0	26
451	0	0	343	0	27
482	0	0	391	0	28
513	0	0	446	0	27
544	0	0	504	0	29
575	0	0	569	0	29
606	0	0	642	0	30
637	0	0	720	0	29
668	0	0	805	0	29
800	0	0	1023	7	29
924	0	0	1023	0	27
0	62	0	0	24	0
62	62	0	24	23	0
123	62	0	58	20	0
185	62	0	99	14	4
254	62	0	149	0	6
308	62	0	194	0	15
386	62	0	271	0	22
451	62	0	351	0	24
482	62	0	398	0	26
513	62	0	456	0	26
544	62	0	514	0	27
575	62	0	579	0	28
606	62	0	653	0	28
637	62	0	728	0	28
668	62	0	813	0	28
800	62	0	1023	2	27
924	62	0	1023	0	26
0	123	0	0	51	18
62	123	0	7	50	0
123	123	0	50	49	0
185	123	0	92	45	0
254	123	0	145	39	0
308	123	0	195	33	4
386	123	0	282	21	7
451	123	0	379	0	8
482	123	0	429	0	13
513	123	0	488	0	16
544	123	0	547	0	18
575	123	0	611	0	21
606	123	0	686	0	22
637	123	0	766	0	24
668	123	0	852	0	24
800	123	0	1023	6	26
924	123	0	1023	0	25
0	185	0	0	84	31
62	185	0	0	83	21
123	185	0	38	81	0
185	185	0	81	78	0
254	185	0	135	71	0
308	185	0	186	66	0
386	185	0	275	57	0
451	185	0	372	49	4
482	185	0	429	45	5
513	185	0	497	39	6
544	185	0	566	35	7
575	185	0	646	30	8
606	185	0	735	24	9
637	185	0	826	15	10
668	185	0	919	0	10
800	185	0	1023	7	20
924	185	0	1023	8	21
0	254	0	0	125	42
62	254	0	0	124	37
123	254	0	0	122	0
185	254	0	62	119	0
254	254	0	119	114	0
308	254	0	172	109	0
386	254	0	264	100	0
451	254	0	360	92	0
482	254	0	418	88	0
513	254	0	484	84	0
544	254	0	552	79	0
575	254	0	633	75	0
606	254	0	722	70	3
637	254	0	815	65	5
668	254	0	909	59	6
800	254	0	1023	33	9
924	254	0	1023	37	19
0	308	0	0	161	44
62	308	0	0	160	41
123	308	0	0	159	23
185	308	0	46	157	0
254	308	0	104	153	0
308	308	0	156	148	0
386	308	0	249	141	0
451	308	0	346	132	0
482	308	0	405	128	0
513	308	0	471	124	0
544	308	0	538	119	0
575	308	0	618	114	0
606	308	0	705	108	0
637	308	0	801	102	0
668	308	0	895	97	0
800	308	0	1023	68	6
924	308	0	1023	60	17
0	386	0	0	223	51
62	386	0	0	223	47
123	386	0	0	223	34
185	386	0	9	224	0
254	386	0	81	222	0
308	386	0	132	218	0
386	386	0	224	213	0
451	386	0	319	204	0
482	386	0	376	200	0
513	386	0	441	197	0
544	386	0	509	191	0
575	386	0	587	185	0
606	386	0	672	178	0
637	386	0	770	172	0
668	386	0	865	165	0
800	386	0	1023	126	0
924	386	0	1023	100	14
0	451	0	0	291	57
62	451	0	0	291	54
123	451	0	0	292	42
185	451	0	4	294	20
254	451	0	62	294	0
308	451	0	114	291	0
386	451	0	200	285	0
451	451	0	297	280	0
482	451	0	351	275	0
513	451	0	411	270	0
544	451	0	481	264	0
575	451	0	555	259	0
606	451	0	637	251	0
637	451	0	733	244	0
668	451	0	835	235	0
800	451	0	1023	188	0
924	451	0	1023	142	11
0	482	0	0	328	59
62	482	0	9	328	57
123	482	0	0	329	46
185	482	0	0	333	26
254	482	0	52	334	0
308	482	0	101	332	0
386	482	0	192	327	0
451	482	0	284	320	0
482	482	0	337	316	0
513	482	0	396	310	0
544	482	0	465	305	0
575	482	0	538	299	0
606	482	0	621	292	0
637	482	0	715	284	0
668	482	0	819	275	0
800	482	0	1023	225	0
924	482	0	1023	164	5
0	513	0	0	368	62
62	513	0	4	368	60
123	513	0	11	370	51
185	513	0	4	374	32
254	513	0	37	379	0
308	513	0	93	375	0
386	513	0	181	371	0
451	513	0	270	364	0
482	513	0	322	361	0
513	513	0	380	356	0
544	513	0	448	350	0
575	513	0	521	345	0
606	513	0	601	337	0
637	513	0	698	329	0
668	513	0	800	320	0
800	513	0	1023	266	0
924	513	0	1023	189	0
0	544	0	13	412	66
62	544	0	0	413	61
123	544	0	0	417	52
185	544	0	0	422	36
254	544	0	26	428	0
308	544	0	83	423	0
386	544	0	170	418	0
451	544	0	258	411	0
482	544	0	308	409	0
513	544	0	364	403	0
544	544	0	430	398	0
575	544	0	503	391	0
606	544	0	585	386	0
637	544	0	677	379	0
668	544	0	783	369	0
800	544	0	1023	311	0
924	544	0	1023	223	0
0	575	0	12	460	69
62	575	0	0	462	65
123	575	0	0	464	57
185	575	0	0	471	41
254	575	0	0	480	0
308	575	0	74	477	0
386	575	0	157	473	0
451	575	0	245	466	0
482	575	0	294	463	0
513	575	0	348	459	0
544	575	0	411	454	0
575	575	0	485	448	0
606	575	0	564	441	0
637	575	0	658	436	0
668	575	0	763	423	0
800	575	0	1023	362	0
924	575	0	1023	261	0
0	606	0	12	513	73
62	606	0	13	513	71
123	606	0	8	517	61
185	606	0	12	523	46
254	606	0	12	535	17
308	606	0	61	537	0
386	606	0	147	530	0
451	606	0	229	525	0
482	606	0	277	523	0
513	606	0	332	519	0
544	606	0	395	515	0
575	606	0	468	510	0
606	606	0	549	506	0
637	606	0	636	499	0
668	606	0	743	486	0
800	606	0	1022	416	0
924	606	0	1023	302	0
0	637	0	11	572	78
62	637	0	10	572	75
123	637	0	15	577	67
185	637	0	5	586	51
254	637	0	0	597	24
308	637	0	47	602	0
386	637	0	134	597	0
451	637	0	219	591	0
482	637	0	265	589	0
513	637	0	316	585	0
544	637	0	376	582	0
575	637	0	448	578	0
606	637	0	528	570	0
637	637	0	617	566	0
668	637	0	720	551	0
800	637	0	1014	479	0
924	637	0	1023	349	0
0	668	0	10	641	82
62	668	0	6	641	80
123	668	0	6	645	65
185	668	0	0	654	55
254	668	0	10	666	32
308	668	0	29	675	0
386	668	0	118	670	0
451	668	0	202	666	0
482	668	0	249	663	0
513	668	0	301	658	0
544	668	0	356	658	0
575	668	0	425	649	0
606	668	0	502	642	0
637	668	0	587	632	0
668	668	0	688	619	0
800	668	0	1003	546	0
924	668	0	1023	405	0
0	800	0	0	930	99
62	800	0	16	930	99
123	800	0	16	935	88
185	800	0	14	942	82
254	800	0	10	947	51
308	800	0	17	950	33
386	800	0	58	952	0
451	800	0	132	949	3
482	800	0	163	949	0
513	800	0	208	948	0
544	800	0	258	947	0
575	800	0	311	947	0
606	800	0	375	942	0
637	800	0	449	940	0
668	800	0	532	937	0
800	800	0	939	915	0
924	800	0	1023	771	5
0	924	0	22	1015	117
62	924	0	11	1017	111
123	924	0	20	1017	106
185	924	0	17	1019	97
254	924	0	15	1022	76
308	924	0	19	1023	58
386	924	0	4	1023	21
451	924	0	73	1023	0
482	924	0	110	1023	0
513	924	0	149	1023	0
544	924	0	193	1023	4
575	924	0	242	1023	6
606	924	0	298	1023	8
637	924	0	349	1023	0
668	924	0	429	1023	0
800	924	0	899	1023	2
924	924	0	1023	996	0
0	0	62	0	0	23
62	0	62	26	0	23
123	0	62	59	0	23
185	0	62	98	0	26
254	0	62	144	0	29
308	0	62	188	0	29
386	0	62	264	0	31
451	0	62	343	0	32
482	0	62	391	0	32
513	0	62	446	0	32
544	0	62	504	0	33
575	0	62	566	0	33
606	0	62	639	0	34
637	0	62	720	0	32
668	0	62	805	0	32
800	0	62	1023	7	33
924	0	62	1023	0	30
0	62	62	0	24	23
62	62	62	23	23	23
123	62	62	57	20	23
185	62	62	98	14	23
254	62	62	149	0	22
308	62	62	193	0	25
386	62	62	270	0	28
451	62	62	351	0	30
482	62	62	398	0	31
513	62	62	456	0	31
544	62	62	514	0	32
575	62	62	579	0	32
606	62	62	653	0	32
637	62	62	728	0	31
668	62	62	813	0	31
800	62	62	1023	2	32
924	62	62	1023	0	29
0	123	62	0	51	27
62	123	62	3	50	22
123	123	62	50	49	21
185	123	62	92	45	23
254	123	62	145	39	22
308	123	62	195	33	20
386	123	62	282	21	20
451	123	62	379	0	20
482	123	62	429	0	22
513	123	62	488	0	24
544	123	62	547	0	25
575	123	62	611	0	27
606	123	62	684	0	27
637	123	62	766	0	28
668	123	62	852	0	28
800	123	62	1023	6	29
924	123	62	1023	0	27
0	185	62	0	83	37
62	185	62	0	83	30
123	185	62	38	81	20
185	185	62	81	78	19
254	185	62	135	71	20
308	185	62	186	66	19
386	185	62	275	57	19
451	185	62	372	48	18
482	185	62	429	45	19
513	185	62	497	39	18
544	185	62	566	35	19
575	185	62	646	30	19
606	185	62	733	24	19
637	185	62	826	15	19
668	185	62	919	0	19
800	185	62	1023	7	24
924	185	62	1023	8	24
0	254	62	0	125	44
62	254	62	0	123	41
123	254	62	0	122	15
185	254	62	62	119	16
254	254	62	119	114	16
308	254	62	171	109	17
386	254	62	263	100	16
451	254	62	360	92	17
482	254	62	416	88	17
513	254	62	484	84	16
544	254	62	552	79	16
575	254	62	631	75	16
606	254	62	722	70	16
637	254	62	815	65	17
668	254	62	909	59	17
800	254	62	1023	33	17
924	254	62	1023	37	22
0	308	62	0	160	49
62	308	62	0	160	43
