0	0	0	0	0	0
256	0	0	227	2	0
512	0	0	455	4	0
768	0	0	675	5	0
1024	0	0	889	7	0
1280	0	0	1108	9	0
1536	0	0	1330	11	0
1792	0	0	1536	12	0
2048	0	0	1751	14	0
2303	0	0	1966	16	0
2559	0	0	2200	18	0
2815	0	0	2420	18	0
3071	0	0	2628	20	0
3327	0	0	2843	22	0
3583	0	0	3058	24	0
3839	0	0	3271	25	0
4095	0	0	3489	27	0
0	256	0	17	247	2
256	256	0	243	250	2
512	256	0	472	252	2
768	256	0	690	253	2
1024	256	0	906	254	1
1280	256	0	1127	256	1
1536	256	0	1348	256	1
1792	256	0	1554	256	1
2048	256	0	1769	257	1
2303	256	0	1984	259	2
2559	256	0	2220	259	2
2815	256	0	2439	260	2
3071	256	0	2648	261	0
3327	256	0	2863	261	0
3583	256	0	3076	261	0
3839	256	0	3290	263	0
4095	256	0	3507	263	1
0	512	0	34	482	4
256	512	0	259	486	4
512	512	0	487	488	4
768	512	0	704	488	3
1024	512	0	920	489	3
1280	512	0	1141	490	3
1536	512	0	1361	491	3
1792	512	0	1566	491	3
2048	512	0	1782	492	4
2303	512	0	1997	493	4
2559	512	0	2235	494	4
2815	512	0	2447	494	3
3071	512	0	2658	495	3
3327	512	0	2877	495	3
3583	512	0	3090	496	3
3839	512	0	3298	496	3
4095	512	0	3515	497	3
0	768	0	51	721	7
256	768	0	276	726	7
512	768	0	504	728	6
768	768	0	721	729	6
1024	768	0	936	729	6
1280	768	0	1158	730	6
1536	768	0	1376	731	6
1792	768	0	1582	731	6
2048	768	0	1799	731	6
2303	768	0	2013	734	6
2559	768	0	2257	737	6
2815	768	0	2467	737	5
3071	768	0	2677	735	5
3327	768	0	2893	735	5
3583	768	0	3105	736	5
3839	768	0	3314	736	5
4095	768	0	3539	739	5
0	1024	0	68	962	9
256	1024	0	293	969	8
512	1024	0	521	971	8
768	1024	0	736	971	8
1024	1024	0	952	972	8
1280	1024	0	1173	973	8
1536	1024	0	1389	974	8
1792	1024	0	1596	973	8
2048	1024	0	1810	973	8
2303	1024	0	2021	974	8
2559	1024	0	2270	979	7
2815	1024	0	2476	977	7
3071	1024	0	2686	976	7
3327	1024	0	2904	976	7
3583	1024	0	3116	977	7
3839	1024	0	3329	978	7
4095	1024	0	3546	978	7
0	1280	0	85	1204	10
256	1280	0	310	1211	10
512	1280	0	536	1213	10
768	1280	0	751	1214	10
1024	1280	0	966	1215	10
1280	1280	0	1187	1216	10
1536	1280	0	1402	1216	10
1792	1280	0	1610	1217	10
2048	1280	0	1825	1217	10
2303	1280	0	2038	1219	9
2559	1280	0	2285	1222	9
2815	1280	0	2488	1221	9
3071	1280	0	2701	1220	9
3327	1280	0	2917	1219	9
3583	1280	0	3127	1219	9
3839	1280	0	3338	1219	9
4095	1280	0	3560	1223	9
0	1536	0	102	1443	12
256	1536	0	327	1450	12
512	1536	0	551	1453	12
768	1536	0	768	1455	12
1024	1536	0	982	1454	12
1280	1536	0	1204	1454	12
1536	1536	0	1418	1456	12
1792	1536	0	1626	1456	12
2048	1536	0	1840	1456	11
2303	1536	0	2055	1457	11
2559	1536	0	2302	1461	11
2815	1536	0	2502	1460	11
3071	1536	0	2717	1459	11
3327	1536	0	2932	1458	11
3583	1536	0	3142	1458	11
3839	1536	0	3353	1458	11
4095	1536	0	3576	1461	11
0	1792	0	119	1682	14
256	1792	0	344	1688	14
512	1792	0	568	1691	14
768	1792	0	784	1693	14
1024	1792	0	999	1694	14
1280	1792	0	1221	1693	14
1536	1792	0	1432	1695	14
1792	1792	0	1643	1695	13
2048	1792	0	1856	1693	13
2303	1792	0	2074	1697	13
2559	1792	0	2317	1700	13
2815	1792	0	2517	1699	13
3071	1792	0	2733	1696	13
3327	1792	0	2947	1696	13
3583	1792	0	3159	1698	13
3839	1792	0	3373	1700	13
4095	1792	0	3594	1701	12
0	2048	0	136	1922	16
256	2048	0	361	1928	16
512	2048	0	584	1931	16
768	2048	0	799	1933	16
1024	2048	0	1015	1936	16
1280	2048	0	1238	1934	16
1536	2048	0	1446	1935	15
1792	2048	0	1658	1935	15
2048	2048	0	1871	1934	15
2303	2048	0	2092	1937	15
2559	2048	0	2332	1941	15
2815	2048	0	2531	1937	15
3071	2048	0	2748	1936	15
3327	2048	0	2964	1937	15
3583	2048	0	3175	1938	15
3839	2048	0	3387	1938	14
4095	2048	0	3608	1937	14
0	2303	0	153	2171	18
256	2303	0	378	2179	18
512	2303	0	599	2181	18
768	2303	0	814	2184	18
1024	2303	0	1029	2184	18
1280	2303	0	1255	2187	17
1536	2303	0	1461	2188	17
1792	2303	0	1673	2187	17
2048	2303	0	1886	2188	17
2303	2303	0	2110	2192	17
2559	2303	0	2346	2195	17
2815	2303	0	2547	2192	17
3071	2303	0	2765	2191	17
3327	2303	0	2978	2190	17
3583	2303	0	3186	2189	16
3839	2303	0	3402	2190	16
4095	2303	0	3625	2193	16
0	2559	0	170	2420	20
256	2559	0	395	2428	20
512	2559	0	616	2431	20
768	2559	0	831	2433	20
1024	2559	0	1045	2431	19
1280	2559	0	1271	2433	19
1536	2559	0	1477	2437	19
1792	2559	0	1690	2436	19
2048	2559	0	1902	2436	19
2303	2559	0	2127	2439	19
2559	2559	0	2360	2442	19
